date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
12/31/2019,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,NA,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/1/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/2/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/3/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/4/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/5/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/6/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/7/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/8/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/9/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/10/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/11/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/12/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/13/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/14/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/15/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/16/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/17/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/18/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/19/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/20/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/21/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/22/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/23/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/24/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/25/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/26/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/27/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/28/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/29/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/30/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,0,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
1/31/2020,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/1/2020,1,1,0,0,0.021,0.021,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/2/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/3/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/4/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/5/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/6/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/7/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/8/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/9/2020,1,0,0,0,0.021,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/10/2020,2,1,0,0,0.043,0.021,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/11/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/12/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/13/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/14/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/15/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/16/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/17/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/18/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/19/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/20/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/21/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/22/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/23/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/24/2020,2,0,0,0,0.043,0,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/25/2020,3,1,0,0,0.064,0.021,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/26/2020,9,6,0,0,0.192,0.128,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/27/2020,17,8,0,0,0.364,0.171,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/28/2020,35,18,0,0,0.749,0.385,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
2/29/2020,54,19,0,0,1.155,0.406,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/1/2020,82,28,0,0,1.754,0.599,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/2/2020,136,54,0,0,2.909,1.155,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/3/2020,192,56,0,0,4.107,1.198,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/4/2020,267,75,0,0,5.711,1.604,0,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/5/2020,348,81,1,1,7.443,1.732,0.021,0.021,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/6/2020,531,183,3,2,11.357,3.914,0.064,0.043,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/7/2020,764,233,5,2,16.341,4.983,0.107,0.043,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/8/2020,1094,330,5,0,23.399,7.058,0.107,0,NA,NA,NA,NA,NA,NA,,11.11,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/9/2020,1527,433,5,0,32.66,9.261,0.107,0,NA,NA,NA,NA,NA,NA,,25,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/10/2020,2299,772,28,23,49.171,16.512,0.599,0.492,NA,NA,NA,NA,NA,NA,,45.83,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/11/2020,3274,975,35,7,70.025,20.853,0.749,0.15,NA,NA,NA,NA,NA,NA,,45.83,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/12/2020,4427,1153,47,12,94.685,24.661,1.005,0.257,NA,NA,NA,NA,NA,NA,,45.83,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/13/2020,5958,1531,84,37,127.431,32.745,1.797,0.791,NA,NA,NA,NA,NA,NA,,45.83,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/14/2020,7641,1683,121,37,163.427,35.996,2.588,0.791,NA,NA,NA,NA,NA,NA,,67.13,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/15/2020,9785,2144,136,15,209.283,45.856,2.909,0.321,NA,NA,NA,NA,NA,NA,,67.13,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/16/2020,11491,1706,288,152,245.772,36.488,6.16,3.251,NA,NA,NA,NA,NA,NA,,68.98,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/17/2020,13994,2503,309,21,299.306,53.535,6.609,0.449,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/18/2020,17688,3694,491,182,378.314,79.008,10.502,3.893,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/19/2020,21735,4047,598,107,464.872,86.558,12.79,2.289,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/20/2020,26304,4569,767,169,562.595,97.723,16.405,3.615,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/21/2020,31750,5446,1002,235,679.075,116.48,21.431,5.026,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/22/2020,36616,4866,1326,324,783.15,104.075,28.361,6.93,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/23/2020,41262,4646,1720,394,882.519,99.37,36.788,8.427,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/24/2020,48953,7691,2182,462,1047.016,164.497,46.669,9.881,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/25/2020,57506,8553,2696,514,1229.949,182.933,57.663,10.994,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/26/2020,66460,8954,3434,738,1421.459,191.51,73.447,15.784,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/27/2020,75641,9181,4089,655,1617.824,196.365,87.456,14.009,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/28/2020,83885,8244,4858,769,1794.148,176.324,103.904,16.448,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/29/2020,90309,6424,5690,832,1931.546,137.398,121.699,17.795,NA,NA,NA,NA,NA,NA,,71.76,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/30/2020,96122,5813,6528,838,2055.875,124.33,139.622,17.923,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
3/31/2020,104267,8145,7340,812,2230.082,174.207,156.989,17.367,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/1/2020,111680,7413,8189,849,2388.633,158.551,175.148,18.159,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/2/2020,119263,7583,9053,864,2550.819,162.187,193.627,18.479,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/3/2020,126535,7272,10003,950,2706.354,155.535,213.946,20.319,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/4/2020,133198,6663,10935,932,2848.864,142.509,233.88,19.934,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/5/2020,138731,5533,11744,809,2967.204,118.341,251.183,17.303,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/6/2020,142398,3667,12418,674,3045.635,78.43,265.598,14.416,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/7/2020,147607,5209,13055,637,3157.046,111.411,279.223,13.624,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/8/2020,153190,5583,13798,743,3276.456,119.41,295.114,15.891,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/9/2020,158935,5745,14555,757,3399.331,122.875,311.305,16.191,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/10/2020,163472,4537,15238,683,3496.37,97.038,325.913,14.608,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/11/2020,168022,4550,15843,605,3593.686,97.316,338.853,12.94,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/12/2020,171921,3899,16353,510,3677.078,83.393,349.761,10.908,NA,NA,NA,NA,NA,NA,,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/13/2020,174951,3030,16972,619,3741.885,64.806,363,13.239,NA,930230,19.896,NA,NA,NA,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/14/2020,178067,3116,17489,517,3808.53,66.646,374.058,11.058,NA,NA,NA,NA,NA,NA,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/15/2020,182491,4424,18276,787,3903.151,94.621,390.89,16.833,NA,NA,NA,NA,NA,NA,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/16/2020,186311,3820,18893,617,3984.854,81.703,404.087,13.197,NA,NA,NA,NA,NA,NA,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/17/2020,190129,3818,19478,585,4066.514,81.66,416.599,12.512,NA,NA,NA,NA,NA,NA,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/18/2020,193965,3836,20043,565,4148.56,82.045,428.683,12.084,NA,NA,NA,NA,NA,NA,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/19/2020,193252,-713,20453,410,4133.31,-15.25,437.453,8.769,NA,NA,NA,NA,NA,NA,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/20/2020,195470,2218,20852,399,4180.749,47.439,445.986,8.534,NA,NA,NA,NA,10529,0.225,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/21/2020,198421,2951,21282,430,4243.865,63.117,455.183,9.197,NA,NA,NA,NA,10529,0.225,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/22/2020,200733,2312,21717,435,4293.315,49.449,464.487,9.304,NA,NA,NA,NA,10529,0.225,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/23/2020,203649,2916,22157,440,4355.683,62.368,473.898,9.411,NA,1035522,22.148,NA,10529,0.225,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
4/24/2020,205763,2114,22524,367,4400.897,45.215,481.748,7.849,NA,NA,NA,NA,15466,0.331,tests performed,85.19,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56
